name
demo1|AGE
demo2|Y
demo2|N
demo2|R
demo2|NI
demo2|UN
demo2|OT
demo3|01
demo3|02
demo3|03
demo3|04
demo3|05
demo3|06
demo3|07
demo3|NI
demo3|UN
demo3|OT
demo4|A
demo4|F
demo4|M
demo4|NI
demo4|UN
demo4|OT
vital1|HT
vital2|WT
vital3|BMI
vital4|01
vital4|02
vital4|03
vital4|04
vital4|05
vital4|06
vital4|07
vital4|08
vital4|NI
vital4|UN
vital4|OT
vital5|01
vital5|02
vital5|03
vital5|04
vital5|06
vital5|NI
vital5|UN
vital5|OT
vital6|01
vital6|02
vital6|03
vital6|04
vital6|05
vital6|NI
vital6|UN
vital6|OT
vital7|BP_SYSTOLIC
vital8|BP_DIASTOLIC
med3657|PRESCRIBING|1919088
med3658|PRESCRIBING|1919088
med3659|PRESCRIBING|1921592
med366|PRESCRIBING|1044608
med3660|PRESCRIBING|1921772
med3661|PRESCRIBING|1921881
med3662|PRESCRIBING|1922508
med3663|PRESCRIBING|1922509
med3664|PRESCRIBING|1922509
med3665|PRESCRIBING|1922720
med3666|PRESCRIBING|1922720
med3667|PRESCRIBING|1922763
med3668|PRESCRIBING|1922763
med3669|PRESCRIBING|1922765
med367|PRESCRIBING|1044949
med3670|PRESCRIBING|1922765
med3671|PRESCRIBING|1922783
med3672|PRESCRIBING|1922783
med3673|PRESCRIBING|1922876
med3674|PRESCRIBING|1923355
med3675|PRESCRIBING|1923422
med3676|PRESCRIBING|1923428
med3677|PRESCRIBING|1923428
med3678|PRESCRIBING|1923430
med3679|PRESCRIBING|1923430
med368|PRESCRIBING|1044949
med3680|PRESCRIBING|1923432
med3681|PRESCRIBING|1923432
med3682|PRESCRIBING|1925494
med3683|PRESCRIBING|1926840
med3684|PRESCRIBING|1927688
med3685|PRESCRIBING|1928302
med3686|PRESCRIBING|1928302
med3687|PRESCRIBING|1928339
med3688|PRESCRIBING|1928339
med3689|PRESCRIBING|1928360
med369|PRESCRIBING|1044962
med3690|PRESCRIBING|1928936
med3691|PRESCRIBING|1928936
med3692|PRESCRIBING|1929116
med3693|PRESCRIBING|1929116
med3694|PRESCRIBING|1939329
med3695|PRESCRIBING|193
med3696|PRESCRIBING|1940370
med3697|PRESCRIBING|1940370
med3698|PRESCRIBING|1941742
med3699|PRESCRIBING|1942353
med37|PRESCRIBING|1000398
med370|PRESCRIBING|1044962
med3700|PRESCRIBING|1944965
med3701|PRESCRIBING|1944974
med3702|PRESCRIBING|1945039
med3703|PRESCRIBING|1946521
med3704|PRESCRIBING|1946521
med3705|PRESCRIBING|1946527
med3706|PRESCRIBING|1946527
med3707|PRESCRIBING|1946529
med3708|PRESCRIBING|1946529
med3709|PRESCRIBING|1946772
med371|PRESCRIBING|1044977
med3710|PRESCRIBING|1946842
med3711|PRESCRIBING|1947721
med3712|PRESCRIBING|1947757
med3713|PRESCRIBING|1947886
med3714|PRESCRIBING|1947955
med3715|PRESCRIBING|1947961
med3716|PRESCRIBING|1947965
med3717|PRESCRIBING|1947975
med3718|PRESCRIBING|1947994
med3719|PRESCRIBING|1948033
med372|PRESCRIBING|1044977
med3720|PRESCRIBING|1948034
med3721|PRESCRIBING|1948055
med3722|PRESCRIBING|1948100
med3723|PRESCRIBING|1948162
med3724|PRESCRIBING|1948187
med3725|PRESCRIBING|1948187
med3726|PRESCRIBING|1948271
med3727|PRESCRIBING|1948279
med3728|PRESCRIBING|1948291
med3729|PRESCRIBING|1948325
med373|PRESCRIBING|1045402
med3730|PRESCRIBING|196238
med3731|PRESCRIBING|197303
med3732|PRESCRIBING|197304
med3733|PRESCRIBING|197304
med3734|PRESCRIBING|197305
med3735|PRESCRIBING|197305
med3736|PRESCRIBING|197308
med3737|PRESCRIBING|197308
med3738|PRESCRIBING|197310
med3739|PRESCRIBING|197310
med374|PRESCRIBING|1045402
med3740|PRESCRIBING|197311
med3741|PRESCRIBING|197311
med3742|PRESCRIBING|197312
med3743|PRESCRIBING|197312
med3744|PRESCRIBING|197313
med3745|PRESCRIBING|197313
med3746|PRESCRIBING|197316
med3747|PRESCRIBING|197316
med3748|PRESCRIBING|197318
med3749|PRESCRIBING|197318
med375|PRESCRIBING|1045456
med3750|PRESCRIBING|197319
med3751|PRESCRIBING|197319
med3752|PRESCRIBING|197320
med3753|PRESCRIBING|197320
med3754|PRESCRIBING|197321
med3755|PRESCRIBING|197321
med3756|PRESCRIBING|197322
med3757|PRESCRIBING|197351
med3758|PRESCRIBING|197351
med3759|PRESCRIBING|197361
med376|PRESCRIBING|10454
med3760|PRESCRIBING|197361
med3761|PRESCRIBING|197362
med3762|PRESCRIBING|197362
med3763|PRESCRIBING|197363
med3764|PRESCRIBING|197363
med3765|PRESCRIBING|197364
med3766|PRESCRIBING|197365
med3767|PRESCRIBING|197366
med3768|PRESCRIBING|197366
med3769|PRESCRIBING|197372
med377|PRESCRIBING|10454
med3770|PRESCRIBING|197379
med3771|PRESCRIBING|197379
med3772|PRESCRIBING|197380
med3773|PRESCRIBING|197380
med3774|PRESCRIBING|197381
med3775|PRESCRIBING|197381
med3776|PRESCRIBING|197382
med3777|PRESCRIBING|197382
med3778|PRESCRIBING|197383
med3779|PRESCRIBING|197383
med378|PRESCRIBING|1046250
med3780|PRESCRIBING|197386
med3781|PRESCRIBING|197386
med3782|PRESCRIBING|197388
med3783|PRESCRIBING|197388
med3784|PRESCRIBING|197391
med3785|PRESCRIBING|197391
med3786|PRESCRIBING|197392
med3787|PRESCRIBING|197392
med3788|PRESCRIBING|197395
med3789|PRESCRIBING|197397
med379|PRESCRIBING|1046267
med3790|PRESCRIBING|197397
med3791|PRESCRIBING|197404
med3792|PRESCRIBING|197405
med3793|PRESCRIBING|197407
med3794|PRESCRIBING|197407
med3795|PRESCRIBING|197408
med3796|PRESCRIBING|197409
med3797|PRESCRIBING|197409
med3798|PRESCRIBING|197411
med3799|PRESCRIBING|197411
med38|PRESCRIBING|1000405
med380|PRESCRIBING|1046317
med3800|PRESCRIBING|197412
med3801|PRESCRIBING|197412
med3802|PRESCRIBING|197417
med3803|PRESCRIBING|197417
med3804|PRESCRIBING|197418
med3805|PRESCRIBING|197418
med3806|PRESCRIBING|197419
med3807|PRESCRIBING|197419
med3808|PRESCRIBING|197422
med3809|PRESCRIBING|197422
med381|PRESCRIBING|1046351
med3810|PRESCRIBING|197425
med3811|PRESCRIBING|197426
med3812|PRESCRIBING|197433
med3813|PRESCRIBING|197433
med3814|PRESCRIBING|197436
med3815|PRESCRIBING|197437
med3816|PRESCRIBING|197438
med3817|PRESCRIBING|197438
med3818|PRESCRIBING|197439
med3819|PRESCRIBING|197439
med382|PRESCRIBING|1046378
med3820|PRESCRIBING|197443
med3821|PRESCRIBING|197443
med3822|PRESCRIBING|197444
med3823|PRESCRIBING|197444
med3824|PRESCRIBING|197445
med3825|PRESCRIBING|197445
med3826|PRESCRIBING|197446
med3827|PRESCRIBING|197446
med3828|PRESCRIBING|197447
med3829|PRESCRIBING|197448
med383|PRESCRIBING|1046384
med3830|PRESCRIBING|197448
med3831|PRESCRIBING|197449
med3832|PRESCRIBING|197450
med3833|PRESCRIBING|197451
med3834|PRESCRIBING|197451
med3835|PRESCRIBING|197452
med3836|PRESCRIBING|197453
med3837|PRESCRIBING|197453
med3838|PRESCRIBING|197454
med3839|PRESCRIBING|197458
med384|PRESCRIBING|1046398
med3840|PRESCRIBING|197459
med3841|PRESCRIBING|197459
med3842|PRESCRIBING|197462
med3843|PRESCRIBING|197462
med3844|PRESCRIBING|197464
med3845|PRESCRIBING|197465
med3846|PRESCRIBING|197465
med3847|PRESCRIBING|197466
med3848|PRESCRIBING|197466
med3849|PRESCRIBING|197475
med385|PRESCRIBING|1046398
med3850|PRESCRIBING|197476
med3851|PRESCRIBING|197476
med3852|PRESCRIBING|197495
med3853|PRESCRIBING|197499
med3854|PRESCRIBING|197499
med3855|PRESCRIBING|197500
med3856|PRESCRIBING|197500
med3857|PRESCRIBING|197502
med3858|PRESCRIBING|197502
med3859|PRESCRIBING|197505
med386|PRESCRIBING|1046631
med3860|PRESCRIBING|197505
med3861|PRESCRIBING|197506
med3862|PRESCRIBING|197506
med3863|PRESCRIBING|197507
med3864|PRESCRIBING|197507
med3865|PRESCRIBING|197508
med3866|PRESCRIBING|197511
med3867|PRESCRIBING|197511
med3868|PRESCRIBING|197512
med3869|PRESCRIBING|197512
med387|PRESCRIBING|1046643
med3870|PRESCRIBING|197516
med3871|PRESCRIBING|197516
med3872|PRESCRIBING|197517
med3873|PRESCRIBING|197517
med3874|PRESCRIBING|197518
med3875|PRESCRIBING|197518
med3876|PRESCRIBING|197519
med3877|PRESCRIBING|197519
med3878|PRESCRIBING|197520
med3879|PRESCRIBING|197520
med388|PRESCRIBING|1046643
med3880|PRESCRIBING|197521
med3881|PRESCRIBING|197521
med3882|PRESCRIBING|197527
med3883|PRESCRIBING|197527
med3884|PRESCRIBING|197528
med3885|PRESCRIBING|197528
med3886|PRESCRIBING|197529
med3887|PRESCRIBING|197529
med3888|PRESCRIBING|197535
med3889|PRESCRIBING|197535
med389|PRESCRIBING|1046644
med3890|PRESCRIBING|197536
med3891|PRESCRIBING|197536
med3892|PRESCRIBING|197540
med3893|PRESCRIBING|197541
med3894|PRESCRIBING|197541
med3895|PRESCRIBING|197543
med3896|PRESCRIBING|197543
med3897|PRESCRIBING|197549
med3898|PRESCRIBING|197549
med3899|PRESCRIBING|197550
med39|PRESCRIBING|1000405
med390|PRESCRIBING|1046644
med3900|PRESCRIBING|197550
med3901|PRESCRIBING|197551
med3902|PRESCRIBING|197551
med3903|PRESCRIBING|197553
med3904|PRESCRIBING|197553
med3905|PRESCRIBING|197554
med3906|PRESCRIBING|197555
med3907|PRESCRIBING|197555
med3908|PRESCRIBING|197556
med3909|PRESCRIBING|197557
med391|PRESCRIBING|1046654
med3910|PRESCRIBING|197557
med3911|PRESCRIBING|197558
med3912|PRESCRIBING|197558
med3913|PRESCRIBING|197572
med3914|PRESCRIBING|197572
med3915|PRESCRIBING|197573
med3916|PRESCRIBING|197574
med3917|PRESCRIBING|197574
med3918|PRESCRIBING|197575
med3919|PRESCRIBING|197577
med392|PRESCRIBING|1046700
med3920|PRESCRIBING|197577
med3921|PRESCRIBING|197579
med3922|PRESCRIBING|197579
med3923|PRESCRIBING|197580
med3924|PRESCRIBING|197580
med3925|PRESCRIBING|197581
med3926|PRESCRIBING|197581
med3927|PRESCRIBING|197582
med3928|PRESCRIBING|197582
med3929|PRESCRIBING|197583
med393|PRESCRIBING|1046751
med3930|PRESCRIBING|197583
med3931|PRESCRIBING|197589
med3932|PRESCRIBING|197589
med3933|PRESCRIBING|197590
med3934|PRESCRIBING|197590
med3935|PRESCRIBING|197591
med3936|PRESCRIBING|197591
med3937|PRESCRIBING|197593
med3938|PRESCRIBING|197593
med3939|PRESCRIBING|197595
med394|PRESCRIBING|1046770
med3940|PRESCRIBING|197595
med3941|PRESCRIBING|197596
med3942|PRESCRIBING|197596
med3943|PRESCRIBING|197603
med3944|PRESCRIBING|197603
med3945|PRESCRIBING|197604
med3946|PRESCRIBING|197604
med3947|PRESCRIBING|197605
med3948|PRESCRIBING|197606
med3949|PRESCRIBING|197606
med395|PRESCRIBING|1046770
med3950|PRESCRIBING|197622
med3951|PRESCRIBING|197622
med3952|PRESCRIBING|197623
med3953|PRESCRIBING|197623
med3954|PRESCRIBING|197624
med3955|PRESCRIBING|197625
med3956|PRESCRIBING|197625
med3957|PRESCRIBING|197626
med3958|PRESCRIBING|197626
med3959|PRESCRIBING|197627
med396|PRESCRIBING|1046781
med3960|PRESCRIBING|197627
med3961|PRESCRIBING|197628
med3962|PRESCRIBING|197628
med3963|PRESCRIBING|197634
med3964|PRESCRIBING|197634
med3965|PRESCRIBING|197635
med3966|PRESCRIBING|197635
med3967|PRESCRIBING|197636
med3968|PRESCRIBING|197636
med3969|PRESCRIBING|197639
med397|PRESCRIBING|1046787
med3970|PRESCRIBING|197645
med3971|PRESCRIBING|197645
med3972|PRESCRIBING|197650
med3973|PRESCRIBING|197653
med3974|PRESCRIBING|197653
med3975|PRESCRIBING|197654
med3976|PRESCRIBING|197654
med3977|PRESCRIBING|197657
med3978|PRESCRIBING|197657
med3979|PRESCRIBING|197658
med398|PRESCRIBING|1046787
med3980|PRESCRIBING|197658
med3981|PRESCRIBING|197659
med3982|PRESCRIBING|197659
med3983|PRESCRIBING|197660
med3984|PRESCRIBING|197660
med3985|PRESCRIBING|197661
med3986|PRESCRIBING|197661
med3987|PRESCRIBING|197662
med3988|PRESCRIBING|197662
med3989|PRESCRIBING|197663
med399|PRESCRIBING|1046795
med3990|PRESCRIBING|197666
med3991|PRESCRIBING|197667
med3992|PRESCRIBING|197667
med3993|PRESCRIBING|197668
med3994|PRESCRIBING|197668
med3995|PRESCRIBING|197670
med3996|PRESCRIBING|197670
med3997|PRESCRIBING|197679
med3998|PRESCRIBING|197681
med3999|PRESCRIBING|197681
med4|PRESCRIBING|1000048
med40|PRESCRIBING|1000647
med400|PRESCRIBING|1046815
med4000|PRESCRIBING|197682
med4001|PRESCRIBING|197682
med4002|PRESCRIBING|197683
med4003|PRESCRIBING|197684
med4004|PRESCRIBING|197685
med4005|PRESCRIBING|197685
med4006|PRESCRIBING|197686
med4007|PRESCRIBING|197686
med4008|PRESCRIBING|197687
med4009|PRESCRIBING|197687
med401|PRESCRIBING|1046815
med4010|PRESCRIBING|197690
med4011|PRESCRIBING|197696
med4012|PRESCRIBING|197696
med4013|PRESCRIBING|197698
med4014|PRESCRIBING|197698
med4015|PRESCRIBING|197699
med4016|PRESCRIBING|197699
med4017|PRESCRIBING|197700
med4018|PRESCRIBING|197700
med4019|PRESCRIBING|197701
med402|PRESCRIBING|1046858
med4020|PRESCRIBING|197701
med4021|PRESCRIBING|197702
med4022|PRESCRIBING|197702
med4023|PRESCRIBING|197703
med4024|PRESCRIBING|197703
med4025|PRESCRIBING|197709
med4026|PRESCRIBING|197709
med4027|PRESCRIBING|197710
med4028|PRESCRIBING|197710
med4029|PRESCRIBING|197724
med403|PRESCRIBING|1046982
med4030|PRESCRIBING|197724
med4031|PRESCRIBING|197726
med4032|PRESCRIBING|197726
med4033|PRESCRIBING|197730
med4034|PRESCRIBING|197730
med4035|PRESCRIBING|197731
med4036|PRESCRIBING|197731
med4037|PRESCRIBING|197732
med4038|PRESCRIBING|197732
med4039|PRESCRIBING|197735
med404|PRESCRIBING|1046982
med4040|PRESCRIBING|197735
med4041|PRESCRIBING|197737
med4042|PRESCRIBING|197737
med4043|PRESCRIBING|197738
med4044|PRESCRIBING|197738
med4045|PRESCRIBING|197739
med4046|PRESCRIBING|197739
med4047|PRESCRIBING|197741
med4048|PRESCRIBING|197741
med4049|PRESCRIBING|197745
med405|PRESCRIBING|1046985
med4050|PRESCRIBING|197745
med4051|PRESCRIBING|197746
med4052|PRESCRIBING|197754
med4053|PRESCRIBING|197769
med4054|PRESCRIBING|197769
med4055|PRESCRIBING|197770
med4056|PRESCRIBING|197770
med4057|PRESCRIBING|197781
med4058|PRESCRIBING|197782
med4059|PRESCRIBING|197782
med406|PRESCRIBING|1046985
med4060|PRESCRIBING|197783
med4061|PRESCRIBING|197783
med4062|PRESCRIBING|197784
med4063|PRESCRIBING|197785
med4064|PRESCRIBING|197785
med4065|PRESCRIBING|197786
med4066|PRESCRIBING|197787
med4067|PRESCRIBING|197787
med4068|PRESCRIBING|197795
med4069|PRESCRIBING|197795
med407|PRESCRIBING|1046997
med4070|PRESCRIBING|197797
med4071|PRESCRIBING|197797
med4072|PRESCRIBING|197803
med4073|PRESCRIBING|197803
med4074|PRESCRIBING|197804
med4075|PRESCRIBING|197805
med4076|PRESCRIBING|197805
med4077|PRESCRIBING|197806
med4078|PRESCRIBING|197806
med4079|PRESCRIBING|197807
med408|PRESCRIBING|1047432
med4080|PRESCRIBING|197807
med4081|PRESCRIBING|197815
med4082|PRESCRIBING|197815
med4083|PRESCRIBING|197816
med4084|PRESCRIBING|197816
med4085|PRESCRIBING|197817
med4086|PRESCRIBING|197817
med4087|PRESCRIBING|197818
med4088|PRESCRIBING|197819
med4089|PRESCRIBING|197819
med409|PRESCRIBING|1047432
med4090|PRESCRIBING|197832
med4091|PRESCRIBING|197832
med4092|PRESCRIBING|197839
med4093|PRESCRIBING|197840
med4094|PRESCRIBING|197843
med4095|PRESCRIBING|197845
med4096|PRESCRIBING|197848
med4097|PRESCRIBING|197848
med4098|PRESCRIBING|197849
med4099|PRESCRIBING|197849
med41|PRESCRIBING|1000647
med410|PRESCRIBING|1047437
med4100|PRESCRIBING|197853
med4101|PRESCRIBING|197853
med4102|PRESCRIBING|197855
med4103|PRESCRIBING|197855
med4104|PRESCRIBING|197856
med4105|PRESCRIBING|197856
med4106|PRESCRIBING|197860
med4107|PRESCRIBING|197860
med4108|PRESCRIBING|197861
med4109|PRESCRIBING|197861
med411|PRESCRIBING|1047437
med4110|PRESCRIBING|197862
med4111|PRESCRIBING|197862
med4112|PRESCRIBING|197863
med4113|PRESCRIBING|197863
med4114|PRESCRIBING|197867
med4115|PRESCRIBING|197873
med4116|PRESCRIBING|197873
med4117|PRESCRIBING|197877
med4118|PRESCRIBING|197877
med4119|PRESCRIBING|197878
med412|PRESCRIBING|1047497
med4120|PRESCRIBING|197884
med4121|PRESCRIBING|197884
med4122|PRESCRIBING|197885
med4123|PRESCRIBING|197885
med4124|PRESCRIBING|197886
med4125|PRESCRIBING|197886
med4126|PRESCRIBING|197887
med4127|PRESCRIBING|197887
med4128|PRESCRIBING|197889
med4129|PRESCRIBING|197889
med413|PRESCRIBING|1047786
med4130|PRESCRIBING|197890
med4131|PRESCRIBING|197890
med4132|PRESCRIBING|197891
med4133|PRESCRIBING|197891
med4134|PRESCRIBING|197892
med4135|PRESCRIBING|197892
med4136|PRESCRIBING|197893
med4137|PRESCRIBING|197893
med4138|PRESCRIBING|197896
med4139|PRESCRIBING|197900
med414|PRESCRIBING|1047895
med4140|PRESCRIBING|197900
med4141|PRESCRIBING|197901
med4142|PRESCRIBING|197901
med4143|PRESCRIBING|197902
med4144|PRESCRIBING|197902
med4145|PRESCRIBING|197903
med4146|PRESCRIBING|197903
med4147|PRESCRIBING|197904
med4148|PRESCRIBING|197904
med4149|PRESCRIBING|197905
med415|PRESCRIBING|1047895
med4150|PRESCRIBING|197905
med4151|PRESCRIBING|197906
med4152|PRESCRIBING|197907
med4153|PRESCRIBING|197907
med4154|PRESCRIBING|197919
med4155|PRESCRIBING|197919
med4156|PRESCRIBING|197929
med4157|PRESCRIBING|197929
med4158|PRESCRIBING|197931
med4159|PRESCRIBING|197931
med416|PRESCRIBING|1047905
med4160|PRESCRIBING|197932
med4161|PRESCRIBING|197935
med4162|PRESCRIBING|197935
med4163|PRESCRIBING|197939
med4164|PRESCRIBING|197940
med4165|PRESCRIBING|197940
med4166|PRESCRIBING|197941
med4167|PRESCRIBING|197941
med4168|PRESCRIBING|197942
med4169|PRESCRIBING|197942
med417|PRESCRIBING|1047905
med4170|PRESCRIBING|197943
med4171|PRESCRIBING|197943
med4172|PRESCRIBING|197944
med4173|PRESCRIBING|197944
med4174|PRESCRIBING|197949
med4175|PRESCRIBING|197949
med4176|PRESCRIBING|197955
med4177|PRESCRIBING|197956
med4178|PRESCRIBING|197956
med4179|PRESCRIBING|197958
med418|PRESCRIBING|1048307
med4180|PRESCRIBING|197958
med4181|PRESCRIBING|197960
med4182|PRESCRIBING|197969
med4183|PRESCRIBING|197969
med4184|PRESCRIBING|197970
med4185|PRESCRIBING|197971
med4186|PRESCRIBING|197973
med4187|PRESCRIBING|197975
med4188|PRESCRIBING|197975
med4189|PRESCRIBING|197978
med419|PRESCRIBING|1048307
med4190|PRESCRIBING|197978
med4191|PRESCRIBING|197979
med4192|PRESCRIBING|197979
med4193|PRESCRIBING|197980
med4194|PRESCRIBING|197980
med4195|PRESCRIBING|197984
med4196|PRESCRIBING|197984
med4197|PRESCRIBING|197985
med4198|PRESCRIBING|197985
med4199|PRESCRIBING|197986
med42|PRESCRIBING|1000673
med420|PRESCRIBING|1048336
med4200|PRESCRIBING|197986
med4201|PRESCRIBING|197987
med4202|PRESCRIBING|197987
med4203|PRESCRIBING|197988
med4204|PRESCRIBING|197988
med4205|PRESCRIBING|198000
med4206|PRESCRIBING|198006
med4207|PRESCRIBING|198006
med4208|PRESCRIBING|198007
med4209|PRESCRIBING|198007
med421|PRESCRIBING|1048336
med4210|PRESCRIBING|198008
med4211|PRESCRIBING|198012
med4212|PRESCRIBING|198012
med4213|PRESCRIBING|198013
med4214|PRESCRIBING|198013
med4215|PRESCRIBING|198014
med4216|PRESCRIBING|198014
med4217|PRESCRIBING|198024
med4218|PRESCRIBING|198024
med4219|PRESCRIBING|198025
med422|PRESCRIBING|1048379
med4220|PRESCRIBING|198025
med4221|PRESCRIBING|198029
med4222|PRESCRIBING|198029
med4223|PRESCRIBING|198030
med4224|PRESCRIBING|198030
med4225|PRESCRIBING|198031
med4226|PRESCRIBING|198031
med4227|PRESCRIBING|198032
med4228|PRESCRIBING|198032
med4229|PRESCRIBING|198033
med423|PRESCRIBING|104837
med4230|PRESCRIBING|198033
med4231|PRESCRIBING|198034
med4232|PRESCRIBING|198034
med4233|PRESCRIBING|198035
med4234|PRESCRIBING|198035
med4235|PRESCRIBING|198036
med4236|PRESCRIBING|198036
med4237|PRESCRIBING|198037
med4238|PRESCRIBING|198037
med4239|PRESCRIBING|198038
med424|PRESCRIBING|104837
med4240|PRESCRIBING|198038
med4241|PRESCRIBING|198039
med4242|PRESCRIBING|198039
med4243|PRESCRIBING|198040
med4244|PRESCRIBING|198041
med4245|PRESCRIBING|198044
med4246|PRESCRIBING|198044
med4247|PRESCRIBING|198045
med4248|PRESCRIBING|198045
med4249|PRESCRIBING|198046
med425|PRESCRIBING|1048411
med4250|PRESCRIBING|198046
med4251|PRESCRIBING|198047
med4252|PRESCRIBING|198047
med4253|PRESCRIBING|198051
med4254|PRESCRIBING|198051
med4255|PRESCRIBING|198052
med4256|PRESCRIBING|198052
med4257|PRESCRIBING|198056
med4258|PRESCRIBING|198056
med4259|PRESCRIBING|198057
med426|PRESCRIBING|1048411
med4260|PRESCRIBING|198057
med4261|PRESCRIBING|198058
med4262|PRESCRIBING|198058
med4263|PRESCRIBING|198059
med4264|PRESCRIBING|198059
med4265|PRESCRIBING|198070
med4266|PRESCRIBING|198070
med4267|PRESCRIBING|198075
med4268|PRESCRIBING|198076
med4269|PRESCRIBING|198076
med427|PRESCRIBING|1048445
med4270|PRESCRIBING|198077
med4271|PRESCRIBING|198077
med4272|PRESCRIBING|198078
med4273|PRESCRIBING|198078
med4274|PRESCRIBING|198083
med4275|PRESCRIBING|198083
med4276|PRESCRIBING|198086
med4277|PRESCRIBING|198086
med4278|PRESCRIBING|198089
med4279|PRESCRIBING|198089
med428|PRESCRIBING|1048445
med4280|PRESCRIBING|198102
med4281|PRESCRIBING|198102
med4282|PRESCRIBING|198103
med4283|PRESCRIBING|198103
med4284|PRESCRIBING|198104
med4285|PRESCRIBING|198104
med4286|PRESCRIBING|198105
med4287|PRESCRIBING|198105
med4288|PRESCRIBING|198107
med4289|PRESCRIBING|198107
med429|PRESCRIBING|1048450
med4290|PRESCRIBING|198108
med4291|PRESCRIBING|198108
med4292|PRESCRIBING|198113
med4293|PRESCRIBING|198113
med4294|PRESCRIBING|198116
med4295|PRESCRIBING|198139
med4296|PRESCRIBING|198140
med4297|PRESCRIBING|198140
med4298|PRESCRIBING|198141
med4299|PRESCRIBING|198141
med43|PRESCRIBING|1000673
med430|PRESCRIBING|1048450
med4300|PRESCRIBING|198142
med4301|PRESCRIBING|198142
med4302|PRESCRIBING|198144
med4303|PRESCRIBING|198144
med4304|PRESCRIBING|198145
med4305|PRESCRIBING|198145
med4306|PRESCRIBING|198146
med4307|PRESCRIBING|198146
med4308|PRESCRIBING|198148
med4309|PRESCRIBING|198148
med431|PRESCRIBING|104884
med4310|PRESCRIBING|198150
med4311|PRESCRIBING|198150
med4312|PRESCRIBING|198152
med4313|PRESCRIBING|198152
med4314|PRESCRIBING|198153
med4315|PRESCRIBING|198153
med4316|PRESCRIBING|198159
med4317|PRESCRIBING|198159
med4318|PRESCRIBING|198160
med4319|PRESCRIBING|198160
med432|PRESCRIBING|104884
med4320|PRESCRIBING|198161
med4321|PRESCRIBING|198161
med4322|PRESCRIBING|198165
med4323|PRESCRIBING|198165
med4324|PRESCRIBING|198175
med4325|PRESCRIBING|198175
med4326|PRESCRIBING|198181
med4327|PRESCRIBING|198181
med4328|PRESCRIBING|198182
med4329|PRESCRIBING|198182
med433|PRESCRIBING|104894
med4330|PRESCRIBING|198186
med4331|PRESCRIBING|198188
med4332|PRESCRIBING|198188
med4333|PRESCRIBING|198189
med4334|PRESCRIBING|198189
med4335|PRESCRIBING|198190
med4336|PRESCRIBING|198190
med4337|PRESCRIBING|198191
med4338|PRESCRIBING|198191
med4339|PRESCRIBING|198192
med434|PRESCRIBING|104894
med4340|PRESCRIBING|198192
med4341|PRESCRIBING|198193
med4342|PRESCRIBING|198193
med4343|PRESCRIBING|198196
med4344|PRESCRIBING|198196
med4345|PRESCRIBING|198200
med4346|PRESCRIBING|198200
med4347|PRESCRIBING|198201
med4348|PRESCRIBING|198201
med4349|PRESCRIBING|198202
med435|PRESCRIBING|1048969
med4350|PRESCRIBING|198202
med4351|PRESCRIBING|198207
med4352|PRESCRIBING|198211
